id,type,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,name,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki,image_blob
5708a7f9-6be2-4b1b-98e4-51e7cfd91dbe,character,aberforth-dumbledore,"[""Ab""]",,Half-blood,,"Between 1 September 1883 and 31 August 1884, Mould-on-the-Wold, England, Great Britain (presumably)",,Bright blue,"[""Percival Dumbledore (father) †"", ""Kendra Dumbledore (mother) †"", ""Albus Dumbledore (older brother) †"", ""Ariana Dumbledore (youngest sister) †"", ""Aurelius Dumbledore (biological son)"", ""Honoria (aunt)"", ""Dumbledore family""]",Male,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/4/40/Aberforth_Dumbledore.jpg,"[""Owner and Barman of the Hog's Head Inn""]",,Aberforth Dumbledore,English,Goat,"[""Ex-lover""]",,Human,[],"[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Aberforth_Dumbledore,
caac8140-7fe0-47eb-90c6-ecc53448afa7,character,abernathy,[],,,,Before 1909 (likely),,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/a/a6/Abernathy_COG.png,"[""Supervisor for the Wand Permit Office (formerly)""]",,Abernathy,American,,[],,Human,[],"[""Unknown length, wood and core (formerly)""]",,https://harrypotter.fandom.com/wiki/Abernathy,
733582a8-3e97-4fd2-94b1-ce821cd4c165,character,abigail-grey,[],,Half-blood,,Between 1 September 1992 and 31 August 1997,,Blue,"[""Gerard Grey (father)"", ""Diana Grey (mother)"", ""Siblings"", ""Grey family""]",Female,Red,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/a/af/Abigail_Grey_MA.jpeg,[],,Abigail Grey,British or Irish,Wolf,[],White,Human (werewolf),[],"[""11¼', Cypress, unicorn hair""]",,https://harrypotter.fandom.com/wiki/Abigail_Grey,
64ead398-d1c4-4235-86f3-d05ee9e67373,character,abigail-nicola,[],,,,,,,[],Female,,,Gryffindor,,[],,Abigail Nicola,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abigail_Nicola,
b04daa52-d463-4aeb-b071-173da0617306,character,abigail-pugh,[],,,,31 August 1982 or earlier,,Brown,[],Female,Black,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/2/2f/Abigail_Pugh.png,[],,Abigail Pugh,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Abigail_Pugh,
096a8dcf-7dd7-4355-bd9e-9a8954e15ceb,character,abigail-r-cankus,[],,,,,,,[],Female,,,,,"[""Author""]",,Abigail R. Cankus,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abigail_R._Cankus,
0653e451-a777-48ac-b3eb-4df802e712ab,character,able-fleming,[],,,,"Before 1776, United States of America",,,[],Male,,,,,"[""President of the Magical Congress of the United States of America (c. 1770s-?)""]",,Able Fleming,American,,[],,Human,"[""President""]",[],,https://harrypotter.fandom.com/wiki/Able_Fleming,
8ef9fa28-9e6b-4946-8272-9dfe71339c56,character,able-spudmore,[],,,,In or before 1923,,,"[""Randolph Spudmore (son)"", ""Spudmore family""]",Male,,,,,"[""Broom-maker""]",,Able Spudmore,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Able_Spudmore,
102d389f-e245-4b35-b19b-00b644ce06c4,character,abraham,[],,,,,,,"[""Isaac (son)""]",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b4/ScreamingFaceBook.jpg,[],,Abraham,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abraham,
77f4bea8-9622-41f3-aed0-9eae3a90492f,character,abraham-grimblehawk,[],,Half-blood,,,,,"[""Mathilda Grimblehawk (niece)"", ""Grimblehawk family""]",Male,,,Hufflepuff,,[],,Abraham Grimblehawk,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abraham_Grimblehawk,
d566a0b7-5d15-4f6f-93e6-4d8b2d0bd014,character,abraham-leslie-mccracken,[],,,,16th century,,Black,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/f/fc/Abraham_Leslie_McCracken.png,"[""Captain""]",,Abraham Leslie McCracken,,,[],Pale,Human,[],[],,https://harrypotter.fandom.com/wiki/Abraham_Leslie_McCracken,
270c3a72-c6fa-4762-b2ac-c2efa423e4ac,character,abraham-peasegood,[],,,,c. 18th century,,,"[""Arnold Peasegood (possibly)"", ""Peasegood family""]",Male,,,,,[],,Abraham Peasegood,,,[],,Human,[],"[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Abraham_Peasegood,
ce0bce35-2a7b-4184-9e4c-2f0195db871c,character,abraham-potter,[],,Pure-blood or half-blood,,In or before 1676,After 1693 (before reaching 'old age'),,"[""Linfred of Stinchcombe (ancestor) †"", ""Hardwin Potter (ancestor or distant relative) †"", ""Ancestor/s or distant relatives †"", ""Iolanthe Peverell (ancestor or distant relative) †"", ""Ignotus Peverell (possible ancestor) †"", ""Possible ancestor †"", ""Charlus Potter (possible relative) †"", ""Dorea Potter (née Black) (possible relative) †"", ""Possible relative †"", ""Potter family""]",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/1/10/AbrahamPotter.png,"[""Auror""]",,Abraham Potter,American,,[],,Human,[],"[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Abraham_Potter,
7ffdcc78-945e-4e7b-b9da-b3294c73fbe3,character,abraham-ronen,[],,Pure-blood or half-blood,,Before 1866 (likely),,Brown,"[""Father"", ""M. Ronen (wife)"", ""Ronen family""]",Male,Grey,6'1',Slytherin,https://static.wikia.nocookie.net/harrypotter/images/e/ee/Abraham_Ronen.png,"[""Charms Master at Hogwarts School of Witchcraft and Wizardry"", ""Head of Slytherin House at Hogwarts School of Witchcraft and Wizardry""]",Married,Abraham Ronen,British or Irish,,[],Light,Human,"[""Professor"", ""Charms Master"", ""Head of Slytherin House""]","[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Abraham_Ronen,
21f2ae46-f69b-4e8f-acc0-93b1e13378a6,character,abraham-ronen-s-father,[],,,,Before 1848,,,"[""Abraham Ronen (son)"", ""M. Ronen (daughter-in-law)"", ""Ronen family""]",Male,,,,,[],,Abraham Ronen's father,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abraham_Ronen's_father,
85892167-0e53-4d8f-bbd2-1626c0517373,character,abraxan-at-the-magical-creatures-reserve,[],,,,,,Black,[],,White,,,https://static.wikia.nocookie.net/harrypotter/images/9/93/AbraxanAtTheMagicalCreaturesReserve.jpg,[],,Abraxan at the Magical Creatures Reserve,,,[],Palomino,Abraxan,[],[],,https://harrypotter.fandom.com/wiki/Abraxan_at_the_Magical_Creatures_Reserve,
1d52d598-0702-49d8-9663-90edaf74f3e7,character,abraxas-malfoy,[],,Pure-blood,,Before 1936,Between 1968 and 2 September 1996,,"[""Lucius Malfoy (son)"", ""Narcissa Malfoy (née Black) (daughter-in-law)"", ""Draco Malfoy (grandson)"", ""Armand Malfoy (paternal ancestor) †"", ""Nicholas Malfoy (paternal ancestor) †"", ""Lucius Malfoy I (paternal ancestor) †"", ""Brutus Malfoy (paternal ancestor) †"", ""Septimus Malfoy (paternal ancestor) †"", ""Malfoy family""]",Male,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/0/01/AbraxasMalfoy.png,[],,Abraxas Malfoy,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Abraxas_Malfoy,
bf95ab28-d115-4cbf-b081-b268e47b7240,character,aceline-faure,[],,,,,,,[],,,,,,[],,Aceline Faure,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Aceline_Faure,
4e8267e9-11bd-466a-a103-e55aa8bf0b5a,character,a-chanter,[],,,,Before the 1920s,,,[],,,,,,[],,A. Chanter,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/A._Chanter,
e5068fa6-5909-49fb-b23d-51f6e4a70329,character,achilles-tolliver,[],,,,1910 or earlier,,,[],Male,,,,,"[""Auror""]",,Achilles Tolliver,American,,"[""Porpentina Goldstein (dated)""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Achilles_Tolliver,
48d7744f-aa9f-4155-80c0-6ead1f1a8479,character,ackley-barnes,[],,,,,,Brown,[],Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/b/bb/HL_-_Ackley_Barnes.png,"[""Thief"", ""Businessman""]",,Ackley Barnes,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Ackley_Barnes,
81b98b2a-33fd-4b42-9787-a47d36ccbe1d,character,a-cocher,[],,,,Before the 1920s,,,[],,,,,,"[""Author""]",,A Cocher,French,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/A_Cocher,
1ec4bb1f-4f0d-4309-8a10-9f296f26a3fc,character,actor-who-played-crapaud,[],,,,,,,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/b/be/Crapaud.png,"[""Actor""]",,Actor who played Crapaud,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Actor_who_played_Crapaud,
b8cdcd98-6916-4a90-8d37-d0da8b271dae,character,actor-who-played-grenouille,[],,,,,,,[],Male,Red,,,https://static.wikia.nocookie.net/harrypotter/images/2/24/Grenouille.png,"[""Actor""]",,Actor who played Grenouille,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Actor_who_played_Grenouille,
72dcbe39-7012-474b-bda1-d80d433cc013,character,ada,[],,,,,,,"[""Tarek (fiancé)"", ""Unborn child""]",Female,,,,,[],Engaged (as of February 1890),Ada,Scottish,,"[""Tarek (fiancé)""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Ada,
b5dbe3ed-4fa0-4615-be21-f7581227eb2b,character,adalbert-waffling,[],,,,,1981,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/5/5b/Adalbert_Waffling_HM.png,"[""Author"", ""Magical Theoretician""]",,Adalbert Waffling,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adalbert_Waffling,
def3e862-04a7-453a-8ffe-5d1859986f84,character,adam-arterius,[],,,,Between 1 September 1990 and 31 August 1997,,Brown,[],Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/6/62/Adam_Arterius_MA.jpg,[],,Adam Arterius,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Adam_Arterius,
bbb70628-9e53-422b-8d89-332f5027b6c8,character,adamon-daelae,[],,Pure-blood or Half-blood,,,,,[],Male,,,,,[],,Adamon Daelae,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adamon_Daelae,
c2897701-622b-4a71-80fa-727508aff58d,character,adam-pickering,[],,,,31 August 1982 or earlier,,,[],Male,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/4/4a/Adam_Pickering.png,[],,Adam Pickering,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adam_Pickering,
3d5e4410-6d75-4643-9e12-55467feaaee0,character,adda,[],,,,,,,"[""Eve (wife)"", ""Cain (son)"", ""Abel (son)"", ""Seth (son)""]",Male,,,,,"[""Caretaker of Eden (formerly)""]",Married,Adda,,,"[""Eve""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Adda,
a39dc0c2-a88b-416f-b935-b9076930b0ee,character,addison-fawley,[],,"Pure-blood, half-blood or Squib (possibly)",,Between 2006 and 2015,,,"[""Grim Fawley (father)"", ""Penelope Fawley (mother)"", ""Melody Fawley (twin sister)"", ""Lucretia Fawley (paternal grandmother) †"", ""Marshall Fawley (paternal grandfather) †"", ""Maternal grandfather"", ""Maternal grandmother"", ""Fawley family""]",Male,,,,,[],,Addison Fawley,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Addison_Fawley,
841601a4-792b-44c4-a087-257e79d4d217,character,adelaide-murton,[],,,,31 August 1982 or earlier,,Brown,[],Female,Black,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/a/a0/Adelaide_Murton.png,[],,Adelaide Murton,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Adelaide_Murton,
e44627ae-0ef7-45f6-9de8-28d105d7423f,character,adelaide-oakes,"[""Addie""]",,,,Between 1 September 1874 and 31 August 1875,,,"[""Father †"", ""Mother †"", ""Rowland Oakes (uncle)"", ""Oakes family""]",Female,Light brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/b/ba/Adelaide_Oakes_-_HL.png,[],,Adelaide Oakes,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Adelaide_Oakes,
63d524ec-eb2b-4a58-acd8-6f45aea4ac5e,character,adelaide-oakes-s-father,[],,,,,Between 1 September 1879 and 30 August 1881,,"[""Partner †"", ""Adelaide Oakes (daughter)"", ""Rowland Oakes (brother)"", ""Oakes family""]",Male,,,,,[],,Adelaide Oakes's mother,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adelaide_Oakes's_father,
e234fe34-4ac3-46cd-932c-73f1974af8b2,character,adelaide-oakes-s-mother,[],,,,,Between 1 September 1874 and 31 August 1875,,"[""Partner †"", ""Adelaide Oakes (daughter)"", ""Rowland Oakes (brother-in-law)"", ""Oakes family""]",Female,,,,,[],,Adelaide Oakes's mother,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adelaide_Oakes's_mother,
584e0308-e328-497b-86fa-7c3b830c131f,character,adelaide-p-poppington,[],,,,Before the 1980s,,,[],Female,,,,,"[""Chief Regulatory Authority""]",,Adelaide P. Poppington,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adelaide_P._Poppington,
40af11c4-f45d-4a39-a393-754b87248865,character,adou-sosseh,[],,,,,,,[],,,,,,"[""Captain for the Senegalese National Quidditch team""]",,Adou Sosseh,Senegalese,,[],,Human,"[""Captain""]",[],,https://harrypotter.fandom.com/wiki/Adou_Sosseh,
59ff823d-4061-4e30-a109-2648e4ea790f,character,adrian,[],,,,Between 1 September 1959 and 31 August 1960,,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/5/56/Adrian_1.jpg,"[""Photographer at the Daily Prophet""]",,Adrian,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adrian,
a1f79445-6b77-4920-a17f-19ad65243042,character,adrian-pucey,[],,,,Between 1 September 1977 and 31 August 1979 (likely),,,[],Male,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/0/02/Adrian_Pucey_COSF.png,[],,Adrian Pucey,British or Irish,,[],,Human,"[""Chaser""]",[],,https://harrypotter.fandom.com/wiki/Adrian_Pucey,
1eb4cc35-8d91-4325-a115-61317abc5887,character,adrian-speke,[],,,,on or prior to 31 August 1982,,,[],Male,,,Hufflepuff,,[],,Adrian Speke,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adrian_Speke,
22b82ad1-59be-4ae8-82bc-041709f52ca8,character,adrian-tutley,[],Gerbil,,,,,,[],Male,,,,,[],,Adrian Tutley,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Adrian_Tutley,
db96481f-d315-42a8-9f57-833070b2fd6a,character,aesop-sharp,[],,,,In or before 1858,,Brown,"[""Kitty Sharp (possibly)"", ""Scarlet Sharp (possibly)"", ""Sharp family""]",Male,Dark brown,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/2/28/Aesop_Sharp.png,"[""Auror (formerly)"", ""Potions Master at Hogwarts School of Witchcraft and Wizardry""]",,Aesop Sharp,British or Irish,,[],Light,Human,"[""Professor""]","[""Unknown length, wood, and core""]",,https://harrypotter.fandom.com/wiki/Aesop_Sharp,
c4b30ed0-54db-48c8-bf56-da4ae9e7d328,character,aesop-sharp-s-partner,[],,,,,Before 1890,,[],,,,,,"[""Auror""]",,Aesop Sharp's partner,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Aesop_Sharp's_partner,
1c40bf23-30d3-4a5b-94d7-ff5c81dabefb,character,affpuddle-of-the-cheerful-countenance,"[""Waving Knight""]",,,,,Before 1890,,[],Male,,,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Affpuddle_HL.png,[],,Affpuddle,British,,[],,Human,"[""Sir""]",[],,https://harrypotter.fandom.com/wiki/Affpuddle_of_the_Cheerful_Countenance,
6662b6cf-7cd3-4bd8-8d91-a0d01259d13a,character,african-prince,[],,Muggle,,,,,[],Male,,,,,[],,African prince,,,[],,Human,"[""Prince""]",[],,https://harrypotter.fandom.com/wiki/African_prince,
2331ecf2-b63b-49e4-9603-159dad8405a6,character,agabus-philbert,[],,,,,,Brown,"[""Dulcibella Philbert (wife) †""]",Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/Agabus_Philbert_HL.png,[],Widowed,Agabus Philbert,Scottish,,"[""Dulcibella Philbert""]",Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Agabus_Philbert,
35a9380d-1958-4224-9056-09cc5a278920,character,agatha-chubb,[],,,,,,,[],Female,,,,,"[""Ancient Wizarding Artefacts Researcher""]",,Agatha Chubb,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agatha_Chubb,
62ace6fd-eedc-4f3f-8287-0888d05da102,character,agatha-haggarty,[],,,,Before or in the 17th century,,,"[""Pádraic Haggarty (descendant)"", ""Catrin Haggarty (descendant)"", ""Haggarty family""]",Female,,,,,[],,Agatha Haggarty,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agatha_Haggarty,
7ae9186c-a134-42bb-9dae-8f61485a984a,character,agatha-thrussington,[],,,,31 August 1982 or earlier,,,[],Female,,,Hufflepuff,,[],,Agatha Thrussington,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agatha_Thrussington,
d74597e7-5c31-4a24-b580-731d81384c94,character,agatha-timms,[],,,,,,,[],Female,,,,,"[""Eel farmer""]",,Agatha Timms,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agatha_Timms,
199cf183-5998-4eb5-9c0f-ade772b80def,character,aged-witch,[],,,,,,,[],Female,,,,https://static.wikia.nocookie.net/harrypotter/images/2/2d/Aged_witch.gif,[],,Aged witch,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Aged_witch,
ab344c83-3870-40b0-aff0-21ad08360fc2,character,agilbert-fontaine,[],,,,,,,"[""Theodard Fontaine (ancestor)"", ""Fontaine family""]",Male,,,,,"[""Headmaster of Ilvermorny School of Witchcraft and Wizardry (c. 2016)""]",,Agilbert Fontaine,American,,[],,Human,"[""Headmaster"", ""Professor""]",[],,https://harrypotter.fandom.com/wiki/Agilbert_Fontaine,
9c082afd-c7b5-4bf5-afde-0935e596bd74,character,a-g-martini,[],,,,,,,[],,,,,,"[""Reporter for The New York Ghost""]",,A. G. Martini,American,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/A._G._Martini,
0342d4ae-c200-434f-b0b1-7e6b38848c26,character,agnes-st-mungo-s,[],"Dog (probably, failed)",,,,,,"[""Son""]",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/1/18/B5C23M1_Agnes.png,[],,Agnes,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes_(St_Mungo's),
72905dbd-ad21-4f8d-b1d1-eb2037f1e58e,character,agnes-coffey,[],,,,,,Brown,[],Female,Light brown,,,https://static.wikia.nocookie.net/harrypotter/images/4/45/Agnes_Coffey_HL.png,"[""Fashion model"", ""Garment seller""]",,Agnes Coffey,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes_Coffey,
75128a9e-68cc-441c-ac14-c6779e128ba9,character,agnes-monkleigh,[],,,,31 August 1982 or earlier,,,[],Female,Red,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/0/09/Agnes_Monkleigh.jpg,[],,Agnes Monkleigh,British or Irish,,[],White,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes_Monkleigh,
1fac3af0-2b87-4afa-aed2-f1b497257017,character,agnes-nutt,[],,,,,,,[],Female,,,,,[],,Agnes Nutt,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes_Nutt,
7704917d-dfb8-41ab-98d9-c1fbe9a3bcd4,character,agnes-scribner,[],,,,Before 1890,,,[],Female,Grey,,,https://static.wikia.nocookie.net/harrypotter/images/3/37/Agnes_Scribner.png,"[""Hogwarts librarian""]",,Agnes Scribner,British or Irish,,[],Light,Human,"[""Head Librarian""]",[],,https://harrypotter.fandom.com/wiki/Agnes_Scribner,
7a059f50-ad33-4dce-b777-58de24e36b6b,character,agnes-s-son,[],,,,,,,"[""Agnes (mother)""]",Male,,,,,[],,Agnes's son,British,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes's_son,
62cc0686-eb72-4e27-81a6-c3dcc486dcb1,character,agnes-the-accursed,[],,,,,,,[],Female,,,,,"[""Potioneer""]",,Agnes the Accursed,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Agnes_the_Accursed,
3c7da6c9-3539-49d9-93ca-8434df886d6d,character,aidan-kiely,[],,,,,,,[],Male,,,,,"[""Seeker of the Kenmare Kestrels""]",,Aidan Kiely,Irish,,[],,Human,"[""Seeker""]",[],,https://harrypotter.fandom.com/wiki/Aidan_Kiely,
c292474c-b469-4676-b89c-3fb603bbf288,character,aidan-lynch,[],,,,,,,[],Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/4/4a/Aidan_Lynch_Quidditch_Champions.png,"[""Seeker for the Irish National Quidditch team""]",,Aidan Lynch,Irish,,[],White,Human,"[""Seeker""]",[],,https://harrypotter.fandom.com/wiki/Aidan_Lynch,
b1b631f3-60ac-4828-9685-9292f0809ff2,character,aidan-sprottle,[],,,,,Before 1890,,"[""Dorothy Sprottle (wife)""]",Male,,,,,[],Married,Aidan Sprottle,,,"[""Dorothy Sprottle (wife)""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Aidan_Sprottle,
e90e8306-c84f-438e-87a3-1216b2f1b80a,character,aiden-o-connor,[],,,,31 August 1982 or earlier,,Green,[],Male,Brown,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/2/25/Aiden_O%27Connor.png,[],,Aiden O'Connor,British or Irish,,[],Light,Human,[],[],,https://harrypotter.fandom.com/wiki/Aiden_O'Connor,
4770f66a-2d21-4daa-a810-f22a31c094bc,character,aillun-warnach,[],,Pure-blood,,,,,[],Male,,,,,[],,Áillun Wärnach,,,[],,Human,"[""Quidditch commentator""]",[],,https://harrypotter.fandom.com/wiki/Áillun_Wärnach,
a7feb877-6673-4a6e-a804-c7922e664e8f,character,ailsa-travers,[],,Pure-blood or half-blood,,,,Brown,"[""Thaddeus Travers (possible relative)"", ""Torquil Travers (possible relative) †"", ""Possible relative"", ""Sloan Travers (possible relative)"", ""Travers family""]",Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/4/42/Ailsa_Travers_HL.png,"[""Ashwinder""]",,Ailsa Travers,British,,[],White,Human,[],"[""Unknown length, wood and core""]",,https://harrypotter.fandom.com/wiki/Ailsa_Travers,
526d9191-e8c0-4161-827b-ba40c24a3293,character,aisha,[],,,,,,,"[""Mother""]",Female,,,,,[],,Aisha,,,"[""Mathilda Grimblehawk""]",,Human,[],[],,https://harrypotter.fandom.com/wiki/Aisha,
573aa1ed-6a18-4840-8765-967d272fc753,character,aisha-masika,[],,,,20th century,,Brown,[],Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/6/63/Aisha_Masika_Uganda.png,[],,Aisha Masika,Ugandan,,[],Dark,Human,"[""Chaser""]",[],,https://harrypotter.fandom.com/wiki/Aisha_Masika,
a716f734-d1ce-4cfc-99e2-3811b629e8e7,character,aisha-s-mother,[],,,,,,,"[""Aisha (daughter)""]",Female,,,,,[],,Aisha's mother,,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Aisha's_mother,
34f01094-e6f1-44d6-b825-1036bcbf5e70,character,aki-sugiyama,[],,,,31 August 1982 or earlier,,,[],Female,,,Hufflepuff,,[],,Aki Sugiyama,British or Irish,,[],,Human,[],[],,https://harrypotter.fandom.com/wiki/Aki_Sugiyama,
